,Const. No.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency
952,47,DADALA CHANDRA RAO,Liberation Congress Party,130,0,130,0.06,Kothapeta
953,47,BANDARU SRINIVASA RAO,Navarang Congress Party,92,0,92,0.04,Kothapeta
954,47,BOCHA SRINIVASARAO,Independent,685,6,691,0.32,Kothapeta
955,47,MERLA SASTRULU,Independent,69,0,69,0.03,Kothapeta
956,47,RAYUDU RAJU,Independent,194,0,194,0.09,Kothapeta
957,47,SALADI V.V.D.S.MURTHY,Independent,194,0,194,0.09,Kothapeta
958,47,AMBARUKHANA SUDHAKAR,Independent,244,3,247,0.11,Kothapeta
959,47,SUNKARA LAKSHMI MANI KUMARI,Independent,145,1,146,0.07,Kothapeta
960,47,NOTA,None of the Above,1558,17,1575,0.72,Kothapeta
961,116,ANIL KADIMPATI,Bahujan Samaj Party,813,24,837,0.39,Kovur
962,116,KIRAN KUMAR REDDY NARAPAREDDY,Indian National Congress,3172,31,3203,1.49,Kovur
963,116,NALLAPAREDDY PRASANNA KUMAR REDDY,Yuvajana Sramika Rythu Congress Party,75266,774,76040,35.33,Kovur
964,116,PRASHANTHI REDDY VEMIREDDY,Telugu Desam,128303,2320,130623,60.68,Kovur
965,116,ALLA SIVAIAH,Jaibhim Rao Bharat Party,307,0,307,0.14,Kovur
966,116,POLAVARAPU SUNANDA,Jai Maha Bharath Party,202,0,202,0.09,Kovur
967,116,RAGHURAM PANDHI,Loktantrik Janta Dal,97,0,97,0.05,Kovur
968,116,RAMISETTY SAI,Radical Party of India (Ambedkarist),76,0,76,0.04,Kovur
969,116,SOMA GOPAL,Bharatha Chaitanya Yuvajana Party,119,2,121,0.06,Kovur
970,116,UJWAL KUMAR KANDIKATTU,Independent,113,0,113,0.05,Kovur
971,116,CHAKKIRALA ANITHAMMA,Independent,184,0,184,0.09,Kovur
972,116,MODEM SREENIVASULU REDDY,Independent,175,0,175,0.08,Kovur
973,116,SHAIK CHOTE SAHEB,Independent,896,3,899,0.42,Kovur
974,116,NOTA,None of the Above,2361,16,2377,1.1,Kovur
975,54,ARIGELA ARUNA KUMARI,Indian National Congress,1863,34,1897,1.19,Kovvur
976,54,TALARI VENKATA RAO,Yuvajana Sramika Rythu Congress Party,58254,543,58797,36.95,Kovvur
977,54,MUPPIDI VENKATESWARA RAO,Telugu Desam,91720,1023,92743,58.29,Kovvur
978,54,BONTA SYAM RAVI PRAKASH,Liberation Congress Party,649,3,652,0.41,Kovvur
979,54,MUPPIDI SEKHAR BABU,Navarang Congress Party,192,2,194,0.12,Kovvur
980,54,SEKHAR BABU KOYYA,Rashtriya Praja Congress (Secular),1247,8,1255,0.79,Kovvur
981,54,UBA SRIKANTH,Independent,369,0,369,0.23,Kovvur
982,54,KAMALA ARUGOLANU,Independent,151,1,152,0.1,Kovvur
983,54,KOKKIRIPATI CHINABABU,Independent,162,1,163,0.1,Kovvur
984,54,TATAPUDI PRAVEEN,Independent,166,0,166,0.1,Kovvur
985,54,BONTHA KISHORE,Independent,254,4,258,0.16,Kovvur
986,54,NOTA,None of the Above,2444,21,2465,1.55,Kovvur
987,175,C. GANESH,Bahujan Samaj Party,558,1,559,0.27,Kuppam
988,175,A. GOVINDHARAJULU,Indian National Congress,2562,12,2574,1.27,Kuppam
989,175,CHANDRABABU NAIDU NARA,Telugu Desam,120926,1003,121929,59.96,Kuppam
990,175,K.R.J. BHARATH,Yuvajana Sramika Rythu Congress Party,73586,337,73923,36.35,Kuppam
991,175,AKBAR,Bharatiya Prajagala Kalyana Paksha,322,0,322,0.16,Kuppam
992,175,GOVINDAPPA,Viduthalai Chiruthaigal Katchi,212,0,212,0.1,Kuppam
993,175,D. PRASAD,Pyramid Party of India,166,0,166,0.08,Kuppam
994,175,T. THIMMARAYAPPA,Independent,224,0,224,0.11,Kuppam
995,175,N. NAGARAJU,Independent,128,0,128,0.06,Kuppam
996,175,NEELA JAGADEESH,Independent,567,9,576,0.28,Kuppam
997,175,K. PRAKASH,Independent,152,1,153,0.08,Kuppam
998,175,B. MURALIDHAR @ VASANADU MURALI,Independent,198,0,198,0.1,Kuppam
999,175,SURENDRA KUMAR,Independent,288,0,288,0.14,Kuppam
1000,175,NOTA,None of the Above,2111,4,2115,1.04,Kuppam
1001,137,ARUNA KUMAR .G,Bahujan Samaj Party,1776,17,1793,1.0,Kurnool
1002,137,"A. MD. IMTIAZ I.A.S., (RETD)",Yuvajana Sramika Rythu Congress Party,71777,1037,72814,40.77,Kurnool
1003,137,T.G.BHARATH,Telugu Desam,89281,2409,91690,51.34,Kurnool
1004,137,SHAIK JELANI BASHA,Indian National Congress,8907,115,9022,5.05,Kurnool
1005,137,ABDUL SATTAR (A.S.R),Anna YSR Congress Party,106,3,109,0.06,Kurnool
1006,137,KURUVA NAGESH,All India Kisan Janatha party,31,0,31,0.02,Kurnool
1007,137,KHALEEL AHMED SHAIK,Social Democratic Party Of India,484,12,496,0.28,Kurnool
1008,137,A.P.RAMAIAH YADAV,Jateeya Sama Samajam Party,110,1,111,0.06,Kurnool
1009,137,SANDYAPOGU RAGHAVENDRA,Super Rangers Party,27,0,27,0.02,Kurnool
1010,137,HARISH KUMAR REDDY .V,Socialist Unity Centre Of India (COMMUNIST),63,0,63,0.04,Kurnool
1011,137,INTHIAZ,Independent,56,0,56,0.03,Kurnool
1012,137,JAMEELA BEGUM SYED,Independent,27,0,27,0.02,Kurnool
1013,137,S.NAZEER AHMED,Independent,48,0,48,0.03,Kurnool
1014,137,B.K.NAGA RAJU,Independent,62,0,62,0.03,Kurnool
1015,137,S.NOUSHAD,Independent,165,1,166,0.09,Kurnool
1016,137,PULI JACOB,Independent,150,1,151,0.08,Kurnool
1017,137,B. PRASADA RAO,Independent,145,0,145,0.08,Kurnool
1018,137,BADAI FASIHA NAAZ,Independent,152,1,153,0.09,Kurnool
1019,137,BANNURU CHANDRA SEKHAR REDDY,Independent,131,0,131,0.07,Kurnool
1020,137,BHARATH N,Independent,458,5,463,0.26,Kurnool
1021,137,RAVI KUMAR .V,Independent,134,5,139,0.08,Kurnool
1022,137,SINGARI CHANDRA SEKHAR,Independent,17,0,17,0.01,Kurnool
1023,137,B.SREENIVASA RAO,Independent,52,1,53,0.03,Kurnool
1024,137,M.SRI HARSHA,Independent,89,2,91,0.05,Kurnool
1025,137,HUSSAIN PEERAN SAHEB BUVVAJI CHINNA,Independent,18,0,18,0.01,Kurnool
1026,137,NOTA,None of the Above,695,23,718,0.4,Kurnool
1027,11,JAGADEESWARI THOYAKA,Telugu Desam,81186,2169,83355,53.68,Kurupam
1028,11,TADANGI MINNARAO,Bahujan Samaj Party,1424,8,1432,0.92,Kurupam
1029,11,PAMULA PUSHPA SREEVANI,Yuvajana Sramika Rythu Congress Party,59260,595,59855,38.54,Kurupam
1030,11,MANDANGI RAMANA,Communist Party of India (Marxist),3868,55,3923,2.53,Kurupam
1031,11,ADDAKULA GEETHARANI,Independent,763,4,767,0.49,Kurupam
1032,11,TADANGI SRIHARI RAO NAIDU,Independent,502,6,508,0.33,Kurupam
1033,11,MOSURU NAGA BUSHAN,Independent,689,1,690,0.44,Kurupam
1034,11,NOTA,None of the Above,4753,8,4761,3.07,Kurupam
1035,101,GUNDALA SAIDULU,Bahujan Samaj Party,2421,6,2427,1.1,Macherla
1036,101,JULAKANTI BRAHMANANDA REDDY,Telugu Desam,121041,1372,122413,55.62,Macherla
1037,101,RAMAKRISHNAREDDY. PINNELLI,Yuvajana Sramika Rythu Congress Party,88122,973,89095,40.48,Macherla
1038,101,RAMACHANDRAREDDY YARAMALA,Indian National Congress,2221,16,2237,1.02,Macherla
1039,101,NAVULURI SHIVA REDDY,Jai Bharat National Party,213,1,214,0.1,Macherla
1040,101,BATCHU. VENKATESWARLU,Pyramid Party of India,328,1,329,0.15,Macherla
1041,101,YENUMULA KESAVA REDDY,Telugu Rajadhikara Samiti Party,104,1,105,0.05,Macherla
1042,101,KUNDURU VEERANJANEYAREDDY,Independent,101,0,101,0.05,Macherla
1043,101,KOTRA RAJESH,Independent,76,2,78,0.04,Macherla
1044,101,GUMMADI. KOTESWARARAO YADAV,Independent,83,2,85,0.04,Macherla
1045,101,GOLLA SRINIVASARAO,Independent,170,2,172,0.08,Macherla
1046,101,DEGALA SAIDARAJU,Independent,135,0,135,0.06,Macherla
1047,101,PRASAD SURA,Independent,148,0,148,0.07,Macherla
1048,101,VRS SATYANARAYANA CHARI MAROJU,Independent,527,1,528,0.24,Macherla
1049,101,SHAIK MABU JANI,Independent,286,0,286,0.13,Macherla
1050,101,NOTA,None of the Above,1728,18,1746,0.79,Macherla
1051,75,ABDUL MATEEN,Indian National Congress,1393,50,1443,0.88,Machilipatnam
1052,75,KOLLU. RAVINDRA,Telugu Desam,102460,2584,105044,63.73,Machilipatnam
1053,75,PERNI KRISHNAMURTHY (KITTU),Yuvajana Sramika Rythu Congress Party,53760,1042,54802,33.25,Machilipatnam
1054,75,SOWDADA. BALAJI,Bahujan Samaj Party,480,20,500,0.3,Machilipatnam
1055,75,ADOTHU. TULASIRAM,Telugu Rajadhikara Samiti Party,162,0,162,0.1,Machilipatnam
1056,75,KONA NAGARJUNA,Bharatha Chaitanya Yuvajana Party,837,1,838,0.51,Machilipatnam
1057,75,VAKKALAGADDA PAVANI,Pyramid Party of India,198,0,198,0.12,Machilipatnam
1058,75,AMMIREDDY RAJANI,Independent,60,1,61,0.04,Machilipatnam
1059,75,ARIFPASHA SHAIK,Independent,66,1,67,0.04,Machilipatnam
1060,75,ANGARA CHAMUNDESWARI,Independent,142,0,142,0.09,Machilipatnam
1061,75,KOTAPROLU SUNEEL BABU,Independent,136,0,136,0.08,Machilipatnam
1062,75,CHINTHAPALLI MANOHAR,Independent,96,2,98,0.06,Machilipatnam
1063,75,EDE. BHASKARARAO,Independent,134,0,134,0.08,Machilipatnam
1064,75,LAKSHMI KIRAN KUNAPAREDDY,Independent,187,0,187,0.11,Machilipatnam
1065,75,NOTA,None of the Above,996,31,1027,0.62,Machilipatnam
1066,156,D.INDEEVAR,Bahujan Samaj Party,3742,4,3746,2.01,Madakasira (SC)
1067,156,IRALAKKAPPA.S.L,Yuvajana Sramika Rythu Congress Party,79148,484,79632,42.78,Madakasira (SC)
1068,156,M.S.RAJU,Telugu Desam,79244,739,79983,42.97,Madakasira (SC)
1069,156,K.SUDHAKAR,Indian National Congress,17036,344,17380,9.34,Madakasira (SC)
1070,156,PARADESANNA GARI HANUMANTHARAJU,Radical Party of India (Ambedkarist),275,0,275,0.15,Madakasira (SC)
1071,156,B.KARININGAPPA,Independent,103,0,103,0.06,Madakasira (SC)
1072,156,R.GURUMURTHY,Independent,128,0,128,0.07,Madakasira (SC)
1073,156,T.DHANARAJ,Independent,860,5,865,0.46,Madakasira (SC)
1074,156,R.G.PAVITHRA,Independent,300,0,300,0.16,Madakasira (SC)
1075,156,K.RAVEENDRA,Independent,113,1,114,0.06,Madakasira (SC)
1076,156,M.RAJANNA,Independent,163,3,166,0.09,Madakasira (SC)
1077,156,M.LAKSHMINARASAPPA,Independent,308,2,310,0.17,Madakasira (SC)
1078,156,HALLIKERA JAGANNATHA PRASAD,Independent,401,7,408,0.22,Madakasira (SC)
1079,156,NOTA,None of the Above,2720,8,2728,1.47,Madakasira (SC)
1080,164,NARASIMHULU RASINTHI,Bahujan Samaj Party,1204,16,1220,0.6,Madanapalle
1081,164,S.NISAR AHAMAD,Yuvajana Sramika Rythu Congress Party,91626,845,92471,45.58,Madanapalle
1082,164,MALLELA PAVAN KUMAR REDDY,Indian National Congress,5940,111,6051,2.98,Madanapalle
1083,164,M.SHAJAHAN BASHA,Telugu Desam,95745,2235,97980,48.3,Madanapalle
1084,164,ADIVIPALLE KRISHNAPPA,Pyramid Party of India,304,1,305,0.15,Madanapalle
1085,164,M.BHASKAR,Jai Bharat National Party,152,1,153,0.08,Madanapalle
1086,164,NARRAVULA MANI SANKAR,Jaathia Chethi Vruthula Ikya Vedika Party,121,0,121,0.06,Madanapalle
1087,164,V.UMADEVI,Independent,210,3,213,0.1,Madanapalle
1088,164,M.GULNAZ BEGUM,Independent,142,0,142,0.07,Madanapalle
1089,164,S.JAYASIMHA,Independent,185,1,186,0.09,Madanapalle
1090,164,SHAIK NISAR AHAMAD,Independent,475,4,479,0.24,Madanapalle
1091,164,B.NARASIMHA NAIK,Independent,121,1,122,0.06,Madanapalle
1092,164,RAYADURGAM JANARDHANA,Independent,137,1,138,0.07,Madanapalle
1093,164,S.SAJAHAN,Independent,1280,8,1288,0.63,Madanapalle
1094,164,SHAIK AZID BASHA,Independent,242,1,243,0.12,Madanapalle
1095,164,NOTA,None of the Above,1732,27,1759,0.87,Madanapalle
1096,27,ANURADHA ERLI,Yuvajana Sramika Rythu Congress Party,63018,825,63843,38.64,Madugula
1097,27,KARANAM TIRUPATHI RAO,Bahujan Samaj Party,1666,9,1675,1.01,Madugula
1098,27,BODDU SRINIVASA,Indian National Congress,1760,24,1784,1.08,Madugula
1099,27,BANDARU SATYANARAYANA MURTHY,Telugu Desam,90092,1777,91869,55.6,Madugula
1100,27,THALLA. RAVI,Naba Bharata Nirmana Seva Party,532,0,532,0.32,Madugula
1101,27,LEKKALA ESWARA RAO,Jaibhim Rao Bharat Party,379,3,382,0.23,Madugula
1102,27,BUDI RAVI KUMAR,Independent,386,9,395,0.24,Madugula
1103,27,MATHALA ARINAIDU,Independent,242,2,244,0.15,Madugula
1104,27,MALLARAPU LOVACHAND,Independent,427,0,427,0.26,Madugula
1105,27,NOTA,None of the Above,4060,10,4070,2.46,Madugula
1106,48,KAMANA PRABHAKARA RAO,Indian National Congress,1450,34,1484,0.76,Mandapeta
1107,48,GURRAPU KOTTIYYA,Bahujan Samaj Party,451,2,453,0.23,Mandapeta
1108,48,JOGESWARA RAO.V,Telugu Desam,115088,1221,116309,59.94,Mandapeta
1109,48,THOTA TRIMURTHULU,Yuvajana Sramika Rythu Congress Party,71086,788,71874,37.04,Mandapeta
1110,48,NALLA CHINNA RAO,Liberation Congress Party,293,0,293,0.15,Mandapeta
1111,48,NANDIKOLLA RAJU,Navataram Party,131,0,131,0.07,Mandapeta
1112,48,SADEY. DAVID RAJU,Republican Party of India (A),118,2,120,0.06,Mandapeta
1113,48,KONA SURYA BHASKARA RAO,Independent,103,0,103,0.05,Mandapeta
1114,48,MANDAPALLI RAVI,Independent,100,1,101,0.05,Mandapeta
1115,48,RAYUDU SRINIVASU,Independent,138,2,140,0.07,Mandapeta
1116,48,VEERA VENKATA SATYANARAYANA KONA,Independent,157,0,157,0.08,Mandapeta
1117,48,SRIKRISHNA KONA,Independent,151,1,152,0.08,Mandapeta
1118,48,SATYANARAYANA MARNI,Independent,1148,13,1161,0.6,Mandapeta
1119,48,NOTA,None of the Above,1541,27,1568,0.81,Mandapeta
1120,87,KURAPATI SUBBARAO,Bahujan Samaj Party,971,5,976,0.38,Mangalagiri
1121,87,JONNA SIVASANKARARAO,Communist Party of India (Marxist),2600,29,2629,1.04,Mangalagiri
1122,87,NARA LOKESH,Telugu Desam,165512,2198,167710,66.07,Mangalagiri
1123,87,MURUGUDU LAVANYA,Yuvajana Sramika Rythu Congress Party,75352,945,76297,30.06,Mangalagiri
1124,87,ANNAPUREDDY KRISHNAREDDY,Studentz United For Nation Party,163,2,165,0.07,Mangalagiri
1125,87,ABDUL GAFFAR SHARIF,Indian Union Muslim League,103,0,103,0.04,Mangalagiri
1126,87,KANCHARLA MARY SAILAJA,Telugu Vijayam Party,40,1,41,0.02,Mangalagiri
1127,87,KAKI VENKATARAO,Indian Labour Party (Ambedkar Phule),19,0,19,0.01,Mangalagiri
1128,87,KOSANAM SRINIVASARAO,Jaathia Chethi Vruthula Ikya Vedika Party,37,0,37,0.01,Mangalagiri
1129,87,GURRAM RAMARAO,Prabuddha Republican Party,29,0,29,0.01,Mangalagiri
1130,87,JANJANAM KOTESWARARAO,Telugu Rajadhikara Samiti Party,41,0,41,0.02,Mangalagiri
1131,87,TAMMISETTY KOTAMMA,National Nava Kranthi Party,44,1,45,0.02,Mangalagiri
1132,87,PUSALA VENKATA KRISHNAIAH,Mana Desam Party,43,0,43,0.02,Mangalagiri
1133,87,BODE RAMACHANDRA YADAV,Bharatha Chaitanya Yuvajana Party,369,4,373,0.15,Mangalagiri
1134,87,RAVU SUBRAHMANYAM,Navataram Party,1048,4,1052,0.41,Mangalagiri
1135,87,VENKATA NAGALAKSHMI DESU,Pyramid Party of India,190,0,190,0.07,Mangalagiri
1136,87,SRAVAN KUMAR JADA,Jaibhim Rao Bharat Party,413,3,416,0.16,Mangalagiri
1137,87,SHAIK. JALEEL,Navarang Congress Party,285,2,287,0.11,Mangalagiri
1138,87,ALLA RAMAKRISHNA,Independent,675,0,675,0.27,Mangalagiri
1139,87,KANAKADURGA DIVVELA,Independent,164,1,165,0.07,Mangalagiri
1140,87,KASUKURTHI NAVEEN,Independent,62,0,62,0.02,Mangalagiri
1141,87,KASANI SUDHAKAR BABU,Independent,36,0,36,0.01,Mangalagiri
1142,87,GANJI SHANMUKH,Independent,65,1,66,0.03,Mangalagiri
1143,87,CHADALAVADA VENKATA RAMESH,Independent,34,0,34,0.01,Mangalagiri
1144,87,CHIKKA BALA SURYA PRAKASH,Independent,43,0,43,0.02,Mangalagiri
1145,87,JAMMULA LOKESWARARAO (LOKESH),Independent,24,0,24,0.01,Mangalagiri
1146,87,DANABOINA VENKATA SIVAJI,Independent,27,1,28,0.01,Mangalagiri
1147,87,NANDIPALLI SRINIVASARAO,Independent,30,0,30,0.01,Mangalagiri
1148,87,NAGARAJU GUTTA,Independent,31,0,31,0.01,Mangalagiri
1149,87,NAINALA. LAVANYA,Independent,33,1,34,0.01,Mangalagiri
1150,87,PUTCHALA NAGESWARARAO,Independent,29,0,29,0.01,Mangalagiri
1151,87,PRASANNA KUMAR MADUPU B.COM,Independent,109,0,109,0.04,Mangalagiri
1152,87,BIKSHAMAIAH. BANDLA,Independent,464,0,464,0.18,Mangalagiri
1153,87,RAVURI KISHORE BABU,Independent,120,1,121,0.05,Mangalagiri
1154,87,LOKESWARARAO MUNAGALA,Independent,274,0,274,0.11,Mangalagiri
1155,87,VALAPARLA. KISHORE,Independent,86,3,89,0.04,Mangalagiri
1156,87,VINAY KUMAR THAMBI YEMMILA,Independent,115,0,115,0.05,Mangalagiri
1157,87,SYAMALANANDA PRASAD PALAPARTHI,Independent,25,0,25,0.01,Mangalagiri
1158,87,SRIKRISHNA AKKISETTI,Independent,10,0,10,0.0,Mangalagiri
1159,87,SHAIK RAHIM,Independent,23,0,23,0.01,Mangalagiri
1160,87,NOTA,None of the Above,877,13,890,0.35,Mangalagiri
1161,145,GUDIPI SAMELU,Bahujan Samaj Party,3586,3,3589,2.04,Mantralayam
1162,145,Y. BALANAGI REDDY,Yuvajana Sramika Rythu Congress Party,87411,251,87662,49.72,Mantralayam
1163,145,P. S MURLI KRISHNARAJU DORA,Indian National Congress,4645,15,4660,2.64,Mantralayam
1164,145,N. RAGHAVENDRA REDDY,Telugu Desam,74529,328,74857,42.45,Mantralayam
1165,145,R. RAGHAVENDRA REDDY,Jatiya Jana Sena Party,606,2,608,0.34,Mantralayam
1166,145,CHAKKERA PARAMESH VALMIKI,Independent,297,0,297,0.17,Mantralayam
1167,145,K. NAGIREDDY,Independent,353,0,353,0.2,Mantralayam
1168,145,M. RAGHAVENDRA REDDY,Independent,623,1,624,0.35,Mantralayam
1169,145,NOTA,None of the Above,3669,5,3674,2.08,Mantralayam
1170,111,ANNA RAMBABU,Yuvajana Sramika Rythu Congress Party,83948,1078,85026,44.53,Markapuram
1171,111,KANDULA NARAYANA REDDY,Telugu Desam,97365,1640,99005,51.85,Markapuram
1172,111,SYED JAVEED ANWAR,Indian National Congress,2057,31,2088,1.09,Markapuram
1173,111,CHATARAJUPALLI CHANDRASEKHAR,Jaibhim Rao Bharat Party,285,0,285,0.15,Markapuram
1174,111,U. NARAYANA REDDY S/O BALIREDDY,Navarang Congress Party,88,0,88,0.05,Markapuram
1175,111,NARAYANA REDDY S/O VENKATA NARAYANA REDDY,Jatiya Jana Sena Party,65,1,66,0.03,Markapuram
1176,111,NUTALAPATI RAJU,Viduthalai Chiruthaigal Katchi,83,0,83,0.04,Markapuram
1177,111,RAVILLA BHAGYALAKSHMI,Bharatha Chaitanya Yuvajana Party,66,1,67,0.04,Markapuram
1178,111,SYED ISMAIL,Indian Union Muslim League,77,0,77,0.04,Markapuram
1179,111,ABDUL RAWOOF,Independent,41,0,41,0.02,Markapuram
1180,111,KANDI NARAYANA REDDY,Independent,56,0,56,0.03,Markapuram
1181,111,KANUBUDDI RAMGOPAL REDDY,Independent,71,1,72,0.04,Markapuram
1182,111,KUNDURU VISHNUVARDHAN REDDY,Independent,88,0,88,0.05,Markapuram
1183,111,KUKUTLAPALLI ABBANNA,Independent,69,0,69,0.04,Markapuram
1184,111,KOTTAPULI BRAHMAREDDY,Independent,128,0,128,0.07,Markapuram
1185,111,GAYAM VENKATA REDDY,Independent,347,0,347,0.18,Markapuram
1186,111,THAVANAM MAHESWARA REDDY,Independent,414,0,414,0.22,Markapuram
1187,111,DEVIREDDY HANUMAREDDY,Independent,436,0,436,0.23,Markapuram
1188,111,DONDAPATI SRINIVASA REDDY,Independent,134,0,134,0.07,Markapuram
1189,111,NAGARJUNA REDDY YERUVA,Independent,306,1,307,0.16,Markapuram
1190,111,PATHAN SUBHANI,Independent,330,3,333,0.17,Markapuram
1191,111,POTTI VENKATA SUBBA RAO,Independent,143,0,143,0.07,Markapuram
1192,111,BARIGE BALAIAH,Independent,31,1,32,0.02,Markapuram
1193,111,BHAVANAM VENKATESWARA REDDY,Independent,32,0,32,0.02,Markapuram
1194,111,P. BHANU PRASAD,Independent,24,1,25,0.01,Markapuram
1195,111,IRRE BALA MADDILETI,Independent,39,0,39,0.02,Markapuram
1196,111,YUDDAM NARASIMHARAO,Independent,122,0,122,0.06,Markapuram
1197,111,NOTA,None of the Above,1308,19,1327,0.7,Markapuram
1198,43,DATLA SUBBARAJU (BUCHIBABU),Telugu Desam,117233,1454,118687,57.25,Mummidivaram
1199,43,PALEPU DHARMA RAO,Indian National Congress,1330,12,1342,0.65,Mummidivaram
1200,43,PONNADA VENKATA SATISH KUMAR,Yuvajana Sramika Rythu Congress Party,79298,653,79951,38.56,Mummidivaram
1201,43,BHIMARAO VAKAPALLI,Bahujan Samaj Party,2746,36,2782,1.34,Mummidivaram
1202,43,DADALA RAMA KRISHNA,Republican Party of India,263,6,269,0.13,Mummidivaram
1203,43,PEMMADI SWAMI,All India Forward Bloc,107,0,107,0.05,Mummidivaram
1204,43,BABJI VANACHARLA,Jai Bharat National Party,93,1,94,0.05,Mummidivaram
1205,43,MALLADI KRISHNARAO,Telugu Nava Garjana Party,152,1,153,0.07,Mummidivaram
1206,43,R. MAHA LAKSHMI,Pyramid Party of India,200,0,200,0.1,Mummidivaram
1207,43,ANGADI REVATHI,Independent,743,3,746,0.36,Mummidivaram
1208,43,TEKUMUDI VENKATA RAO,Independent,98,0,98,0.05,Mummidivaram
1209,43,DONGA SATYA RAM,Independent,93,1,94,0.05,Mummidivaram
1210,43,RAVI KUMAR CHEEKURUMELLI,Independent,205,0,205,0.1,Mummidivaram
1211,43,RAYUDU SRIRAMA CHANDRA MURTHY,Independent,446,1,447,0.22,Mummidivaram
1212,43,SATTIRAJU SWAMY,Independent,281,0,281,0.14,Mummidivaram
1213,43,NOTA,None of the Above,1857,8,1865,0.9,Mummidivaram
1214,133,DASARI SADAYYAGARI KALYAN,Bahujan Samaj Party,1425,4,1429,0.79,Mydukur
1215,133,GUNDLAKUNTA SREERAMULU,Indian National Congress,4557,22,4579,2.53,Mydukur
1216,133,SUDHAKAR PUTTA,Telugu Desam,94426,1755,96181,53.22,Mydukur
1217,133,RAGHURAMI REDDY SETTIPALLY,Yuvajana Sramika Rythu Congress Party,74519,712,75231,41.62,Mydukur
1218,133,ANANDA RAO PANDITI,Andhra Rastra Praja Samithi,677,2,679,0.38,Mydukur
1219,133,AVUTALA RAJESWARA REDDY,All India Forward Bloc,53,0,53,0.03,Mydukur
1220,133,YELLUGALLA RAJESH,Mahajana Rajyam Party,50,0,50,0.03,Mydukur
1221,133,RAGHURAMI REDDY MUTHURU,Revolutionary Socialist Party,85,5,90,0.05,Mydukur
1222,133,RAVEENDRA ANDE,Samajwadi Party,38,0,38,0.02,Mydukur
1223,133,LEKKALA SREENUVASULA REDDY,Jai Bharat National Party,117,0,117,0.06,Mydukur
1224,133,VENKATA SUDHAKAR REDDY PALLAVOLU,Rashtriya Samaj Dal (R),41,2,43,0.02,Mydukur
1225,133,AVULA VENKATA RAMANA,Independent,102,0,102,0.06,Mydukur
1226,133,BALAIAH YADAV POTHANABOINA,Independent,95,0,95,0.05,Mydukur
1227,133,RAJA RAMI REDDY SRIYAPUREDDY,Anna YSR Congress Party,169,0,169,0.09,Mydukur
1228,133,SIVA SANKAR REDDY SIDDAMREDDY,Independent,318,2,320,0.18,Mydukur
1229,133,NOTA,None of the Above,1548,16,1564,0.87,Mydukur
1230,82,KIRAN BORRA,Indian National Congress,4616,36,4652,1.92,Mylavaram
1231,82,GALANKI.VENKATESWARA RAO,Bahujan Samaj Party,1510,5,1515,0.62,Mylavaram
1232,82,TIRAPATHIRAO SARNALA,Yuvajana Sramika Rythu Congress Party,93607,902,94509,38.96,Mylavaram
1233,82,VASANTHA VENKATA KRISHNA PRASAD,Telugu Desam,135875,1463,137338,56.61,Mylavaram
1234,82,ANIL KUMAR POLAKAMPALLI,Jatiya Jana Sena Party,341,0,341,0.14,Mylavaram
1235,82,ORSU RAMARAO,Jai Bharat National Party,190,1,191,0.08,Mylavaram
1236,82,NAVEEN AMBEDKAR CHINTAMALA,Telugu Rajadhikara Samiti Party,111,0,111,0.05,Mylavaram
1237,82,RAMBABU GUDISA,Navarang Congress Party,85,0,85,0.04,Mylavaram
1238,82,KOLIKAPOGU VENKATA RAO,Independent,72,0,72,0.03,Mylavaram
1239,82,PULLARAO NAMBURI,Independent,131,0,131,0.05,Mylavaram
1240,82,PRUDHVI VEMULAPALLI,Independent,147,2,149,0.06,Mylavaram
1241,82,VALLABHANENI. NAGA PAVAN KUMAR,Independent,1890,15,1905,0.79,Mylavaram
1242,82,NOTA,None of the Above,1579,19,1598,0.66,Mylavaram
1243,170,GALI BHANU PRAKASH,Telugu Desam,106094,1703,107797,60.38,Nagari
1244,170,P. RAKESH REDDY,Indian National Congress,4516,35,4551,2.55,Nagari
1245,170,R.K. ROJA,Yuvajana Sramika Rythu Congress Party,62229,564,62793,35.17,Nagari
1246,170,GNANA PRAKASH,Navarang Congress Party,348,3,351,0.2,Nagari
1247,170,P. JAYARAMAIAH,Independent,815,4,819,0.46,Nagari
1248,170,BATHALA DHILLI BABU,Independent,155,2,157,0.09,Nagari
1249,170,K. ROJA,Independent,316,2,318,0.18,Nagari
1250,170,NOTA,None of the Above,1729,15,1744,0.98,Nagari
1251,83,TANGIRALA SOWMYA,Telugu Desam,101042,1159,102201,56.16,Nandigama (SC)
1252,83,BARRE. UDAYA KIRAN,Bahujan Samaj Party,2129,19,2148,1.18,Nandigama (SC)
1253,83,MONDITOKA JAGAN MOHAN RAO,Yuvajana Sramika Rythu Congress Party,73974,832,74806,41.1,Nandigama (SC)
1254,83,VAJRAIAH. MANDA,Indian National Congress,1468,18,1486,0.82,Nandigama (SC)
1255,83,KATARAPU SANTHARAO,Samajwadi Party,103,0,103,0.06,Nandigama (SC)
1256,83,PANITI. LAL,Jai Maha Bharath Party,43,1,44,0.02,Nandigama (SC)
1257,83,BEZAWADA GOPI,Jaibhim Rao Bharat Party,82,0,82,0.05,Nandigama (SC)
